Sample_ID,UMAP_1,UMAP_2,leiden_clusters
TCGA-A2-A0T0-01,4.029251,6.8319755,3
TCGA-A2-A0T5-01,0.77623427,13.414906,0
TCGA-BH-A0RX-01,3.333417,7.5955987,3
TCGA-A7-A0CE-11,-2.3614097,10.940762,4
TCGA-A2-A0SW-01,3.9895313,10.247051,1
TCGA-BH-A0B3-11,-2.4360278,10.968041,4
TCGA-BH-A0BC-01,1.089759,11.25358,2
TCGA-A2-A0T1-01,3.5347116,9.750652,1
TCGA-BH-A0DK-11,-1.8738059,11.211372,4
TCGA-B6-A0RT-01,2.4851084,7.663149,3
TCGA-BH-A0BA-11,-2.6667817,10.0273695,4
TCGA-A2-A0SV-01,3.7039597,11.08426,1
TCGA-A1-A0SM-01,1.6532936,10.78501,2
TCGA-A7-A0DB-11,-4.1802025,9.710988,4
TCGA-A2-A0SU-01,2.020966,12.32339,0
TCGA-A1-A0SE-01,0.81527567,12.773993,0
TCGA-B6-A0RV-01,0.69740856,12.328767,0
TCGA-BH-A0BV-11,-2.2936425,11.002706,4
TCGA-A7-A0CH-11,-3.3386605,9.85161,4
TCGA-BH-A0DH-01,2.8662548,13.420244,0
TCGA-A1-A0SK-01,3.940376,5.8633294,3
TCGA-BH-A0H7-11,-2.1353989,10.705834,4
TCGA-BH-A0DQ-01,0.31741607,11.293899,2
TCGA-A2-A0SY-01,0.33296213,11.481058,2
TCGA-BH-A0BJ-11,-2.2436514,10.828915,4
TCGA-A2-A0ST-01,2.536236,7.86998,3
TCGA-BH-A0HP-01,0.39752355,12.2053175,2
TCGA-A2-A0EN-01,0.42002505,10.89068,2
TCGA-BH-A0W3-01,2.1457534,14.570647,0
TCGA-AN-A0XS-01,1.8185326,12.633395,0
TCGA-A2-A0YH-01,4.5569563,10.9740715,1
TCGA-AR-A0U0-01,2.6487122,7.146489,3
TCGA-A2-A0YF-01,1.8248038,14.032762,0
TCGA-A2-A04R-01,4.073576,13.279356,0
TCGA-AN-A0XV-01,2.0501416,12.867157,0
TCGA-B6-A0WY-01,2.527142,11.695743,1
TCGA-AN-A0XW-01,2.0593405,11.091251,2
TCGA-AN-A0XN-01,1.9787104,11.031137,2
TCGA-A2-A0YE-01,4.0042043,6.4566684,3
TCGA-AR-A0U2-01,4.694067,12.634614,0
TCGA-A2-A0YT-01,4.4928193,12.096676,1
TCGA-AR-A0TU-01,4.2032113,6.5692368,3
TCGA-B6-A0WV-01,4.036837,13.217067,0
TCGA-BH-A0WA-01,3.2804794,6.0528083,3
TCGA-A2-A0YC-01,2.2726927,13.738602,0
TCGA-AN-A0XT-01,0.9692299,12.69141,0
TCGA-AN-A0XO-01,1.6181674,12.911128,0
TCGA-BH-A0W4-01,1.4595544,12.733317,0
TCGA-B6-A0X5-01,4.3021564,12.773096,0
TCGA-AN-A0XU-01,4.1176677,6.4241996,3
TCGA-B6-A0WX-01,3.4792366,7.246165,3
TCGA-AN-A0XP-01,1.906778,14.081353,0
TCGA-A2-A0YJ-01,3.843441,6.319657,3
TCGA-A2-A0YM-01,3.3647506,6.476331,3
TCGA-B6-A0X1-01,3.0991745,7.1849384,3
TCGA-BH-A0W5-01,0.9717507,10.427158,2
TCGA-B6-A0X4-01,2.9565394,14.667925,0
TCGA-A2-A0YK-01,-0.21821259,10.874064,2
TCGA-A2-A0YD-01,0.7268545,11.535999,2
TCGA-A2-A0YL-01,-0.8294489,11.369612,4
TCGA-A2-A0YG-01,3.9119325,11.227344,1
TCGA-B6-A0WT-01,2.4511988,13.028782,0
TCGA-B6-A0WZ-01,1.8033726,14.3444395,0
TCGA-AR-A0U4-01,3.0741787,7.162134,3
TCGA-AN-A0XR-01,1.9921554,14.320228,0
TCGA-B6-A0WW-01,3.3810906,13.302141,0
TCGA-AR-A0U3-01,4.2408476,12.787322,0
TCGA-AQ-A04L-01,3.727579,10.800352,1
TCGA-AO-A12E-01,2.3084307,13.163925,0
TCGA-E2-A105-01,4.358782,13.722253,0
TCGA-AO-A03U-01,0.74030745,10.607704,2
TCGA-E2-A10B-01,2.6812503,13.562074,0
TCGA-E2-A10E-01,2.3638575,13.571602,0
TCGA-E2-A10C-01,4.5684376,9.571799,1
TCGA-AO-A129-01,3.7145836,7.2805123,3
TCGA-AO-A125-01,1.5759268,14.389195,0
TCGA-E2-A107-01,2.6901143,13.829912,0
TCGA-AO-A03M-01,4.285301,10.975549,1
TCGA-AO-A12G-01,0.6491556,11.709213,2
TCGA-B6-A0X7-01,1.2940089,12.911028,0
TCGA-AO-A124-01,4.268898,6.0560346,3
TCGA-E2-A10F-01,1.0828391,11.445023,2
TCGA-AO-A03N-01,4.5712337,9.466604,1
TCGA-A2-A0YI-01,0.7435273,11.415677,2
TCGA-AO-A126-01,1.5600013,12.309546,0
TCGA-AN-A0XL-01,0.2950931,11.645953,2
TCGA-AQ-A04H-01,4.581191,13.40359,0
TCGA-E2-A106-01,3.8347042,13.432886,0
TCGA-AO-A12C-01,2.3690152,12.19686,0
TCGA-E2-A108-01,0.69571626,10.088377,2
TCGA-BH-A0B2-01,0.8870556,11.118451,2
TCGA-AO-A12B-01,2.70741,14.627318,0
TCGA-BH-A0B2-11,-2.6430144,10.45648,4
TCGA-E2-A109-01,4.6720643,12.79538,0
TCGA-AO-A128-01,2.6523108,7.495955,3
